Cast PK,Cruise,Station,Station Longitude,Station Latitude,Latitude,Longitude,Distance from station,Location Flag,Bottom depth (m),Raw Data PK,Data PK,Cast Direction Flag,Measurement time,Depth (m),Depth flag,Drop speed (m/s),Conductivity (mS/cm),Conductivity flag,Temperature (deg C),Temperature flag,Pressure (dbar),Pressure flag,Uncorrected Pressure (dbar),PAR (umol m-2 s-1),PAR flag,Fluorometry Chlorophyll (ug/L),Fluorometry Chlorophyll flag,CDOM (ppb),CDOM flag,Turbidity (FTU),Turbidity flag,pH,pH flag,Backscatter (Beta),Backscatter flag,Dissolved O2 (mL/L),Dissolved O2 (mL/L) flag,Dissolved O2 (%),Dissolved O2 (%) flag,Dissolved O2 (umol/L),Dissolved O2 (umol/L) flag,SB RINKO Dissolved O2 (mL/L),SB RINKO Dissolved O2 flag,Salinity (PSU),Salinity flag,Specific conductivity,Specific conductivity flag,Speed of sound (m/s),Speed of sound flag,C Star (volts),C Star (volts) flag,C Star (counts),C Star (counts) flag,Beam Attenuation 650nm (1/m),Beam Attenuation flag,SB RINKO DO (volts),SB RINKO temp (volts),Backscatter (counts),Fluorometry Chlorophyll (counts),CDOM (counts),Bin Statistics for Static Casts
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842418,d,2022-01-05 10:04:05.500,17.82094887,,1.370628552,28.58765939,,6.8559432,,18,,,,,0.611239096,,,,,,,,,,6.351672898,,,,,,,,27.83476716,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842419,d,2022-01-05 10:04:06.250,18.85068295,,1.369221893,28.66339132,,6.924656688,,19,,,,,0.5923341,,,,,,,,,,6.308868777,,,,,,,,27.85993193,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842420,d,2022-01-05 10:04:06.917,19.76484251,,1.368908081,28.71037711,,6.964693438,,20,,,,,0.58179577,,,,,,,,,,6.27383062,,,,,,,,27.87746646,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842421,d,2022-01-05 10:04:07.667,20.78469349,,1.361201458,28.78231067,,7.0340508,,21,,,,,0.561453018,,,,,,,,,,6.240907614,,,,,,,,27.8978477,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842422,d,2022-01-05 10:04:08.417,21.80849643,,1.360391213,28.87062864,,7.094339188,,22,,,,,0.531480877,,,,,,,,,,6.215302904,,,,,,,,27.94296168,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842423,d,2022-01-05 10:04:09.167,22.82729087,,1.356923388,28.88062727,,7.0976513,,23,,,,,0.545336101,,,,,,,,,,6.196155625,,,,,,,,27.95052526,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842424,d,2022-01-05 10:04:09.917,23.85041245,,1.362989558,28.88054446,,7.094514938,,24,,,,,0.552325127,,,,,,,,,,6.180187588,,,,,,,,27.95254818,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842425,d,2022-01-05 10:04:10.583,24.75120665,,1.365737486,28.88442427,,7.093192063,,25,,,,,0.55038629,,,,,,,,,,6.167892327,,,,,,,,27.95738334,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842426,d,2022-01-05 10:04:11.333,25.78355385,,1.370962486,28.89801883,,7.10534665,,26,,,,,0.551640158,,,,,,,,,,6.154696175,,,,,,,,27.96161393,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842427,d,2022-01-05 10:04:12.083,26.80743482,,1.359596014,28.95139122,,7.143035,,27,,,,,0.545271326,,,,,,,,,,6.140772649,,,,,,,,27.98758318,,,,,,,,,,,,,,,,,
