work_area,survey,site_id,latitude,longitude,preciseLat,preciseLon,depth,line_out_depth,pressure_transducer_depth,time,phaeo_20um,phaeo_3_20um,phaeo_2_20um,phaeo_gff_2um,phaeo_gff_3um,phaeo_bulk_gff,chla_20um,chla_2_20um,chla_3_20um,chla_gff_2um,chla_gff_3um,chla_bulk_gff
,,,degrees_north,degrees_east,degrees_north,degrees_east,m,m,m,UTC,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L
CALVERT,FZH,KC10,51.6505,-127.9516,NaN,NaN,10,10,NaN,2018-11-21T13:59:28Z,0.09737668,0.113820288,NaN,NaN,0.13316881,0.28552155,0.11694312,NaN,0.152200497,NaN,0.155105768,0.425161453
CALVERT,FZH,KC10,51.6505,-127.9516,NaN,NaN,19.6010477,20,19.6010477,2018-11-21T13:59:28Z,0.092973079,0.07961135,NaN,NaN,0.10090771,0.228886624,0.061105134,NaN,0.067991725,NaN,0.050850735,0.196030065
CALVERT,FZH,KC10,51.6505,-127.9516,NaN,NaN,20.5607698,20,20.5607698,2018-06-27T09:26:08Z,1.182299422,0.519488597,NaN,NaN,0.407067669,2.382694848,3.985900918,NaN,0.881968766,NaN,0.360023544,6.651258625
CALVERT,FZH,KC10,51.6505,-127.9516,NaN,NaN,21.1784569,20,21.1784569,2018-10-23T10:33:23Z,0.300691757,0.209375575,NaN,NaN,0.232559412,0.76504938,0.146709997,NaN,0.236207969,NaN,0.346993927,0.756211443
CALVERT,FZH,KC10,51.6505,-127.9516,NaN,NaN,21.3719711,20,21.3719711,2018-05-23T09:28:42Z,1.813905944,1.976325821,NaN,NaN,0.996214174,5.023530287,1.204958296,NaN,1.713532935,NaN,0.249366509,3.727868353
CALVERT,FZH,KC10,51.6505,-127.9516,NaN,NaN,27.6957591,30,27.6957591,2018-11-21T13:59:28Z,0.080218424,0.085386647,NaN,NaN,0.098369031,0.220800809,0.070228071,NaN,0.101313573,NaN,0.046759154,0.215947404
CALVERT,FZH,KC10,51.6505,-127.9516,NaN,NaN,29.8249425,30,29.8249425,2018-06-27T09:26:08Z,0.218161519,0.644119641,NaN,NaN,0.544638322,1.671301904,0.202593219,NaN,1.169951412,NaN,0.135031235,2.036549041
CALVERT,FZH,KC10,51.6505,-127.9516,NaN,NaN,30.6597269,30,30.6597269,2018-10-23T10:33:23Z,0.250101436,0.119886723,NaN,NaN,0.201253767,0.482014099,0.094311065,NaN,0.077470329,NaN,0.155312722,0.305022421
CALVERT,FZH,KC10,51.6505,-127.9516,NaN,NaN,30,30,NaN,2018-05-23T09:28:42Z,1.409145209,0.805652009,NaN,NaN,0.597912673,2.546447417,0.655403946,NaN,0.455436102,NaN,0.132717987,1.744636531
CALVERT,"FZH,KWAK",KC10,51.6505,-127.9516,NaN,NaN,6.6867098,5,6.6867098,2019-01-21T09:05:49Z,0.044311405,0.084956095,NaN,NaN,0.109179849,0.187356147,0.046573687,NaN,0.131943889,NaN,0.11840141,0.273485692
CALVERT,"FZH,KWAK",KC10,51.6505,-127.9516,NaN,NaN,11.4092811,10,11.4092811,2019-01-21T09:05:49Z,0.04710177,0.07004208,NaN,NaN,0.067599319,0.199836109,0.039294675,NaN,0.104093315,NaN,0.097354306,0.242288231
CALVERT,"FZH,KWAK",KC10,51.6505,-127.9516,NaN,NaN,21.2657594,20,21.2657594,2019-01-21T09:05:49Z,0.044755925,0.069998103,NaN,NaN,0.074934804,0.155613147,0.021971611,NaN,0.076002991,NaN,0.072555455,0.173499225
CALVERT,"FZH,KWAK",KC10,51.6505,-127.9516,NaN,NaN,31.0371064,30,31.0371064,2019-01-21T09:05:49Z,0.054028892,0.071688422,NaN,NaN,0.086146758,0.197475699,0.051835745,NaN,0.081718539,NaN,0.08625739,0.199556763
CALVERT,KWAK,KC10,51.6505,-127.9516,51.649577,-127.948186,0,0,NaN,2019-05-11T10:16:14Z,0.78260798,0.693486745,NaN,NaN,0.269052164,2.423646866,2.861568309,NaN,2.166385462,NaN,0.654955287,6.269688978
CALVERT,KWAK,KC10,51.6505,-127.9516,51.649577,-127.948186,6.0717339,5,6.0717339,2019-05-11T10:16:14Z,0.69178539,0.641301947,NaN,NaN,0.31024959,1.588361191,2.190597781,NaN,1.756729424,NaN,0.623213745,4.919827674
CALVERT,KWAK,KC10,51.6505,-127.9516,51.649577,-127.948186,10.8853275,10,10.8853275,2019-05-11T10:16:14Z,0.411032465,0.643248056,NaN,NaN,0.240334915,0.921670688,1.450454141,NaN,1.846432254,NaN,0.410112232,2.896410357
CALVERT,KWAK,KC10,51.6505,-127.9516,51.649577,-127.948186,20.2035867,20,20.2035867,2019-05-11T10:16:14Z,0.227877227,0.376989461,NaN,NaN,0.353563441,0.859936765,0.599568352,NaN,1.004281806,NaN,0.294618397,1.64911431
CALVERT,KWAK,KC10,51.6505,-127.9516,51.649577,-127.948186,29.8807019,30,29.8807019,2019-05-11T10:16:14Z,0.135296203,0.261211221,NaN,NaN,0.190737456,0.565087636,0.205438489,NaN,0.459363326,NaN,0.222438787,0.761469421
CALVERT,KWAK,KC10,51.6505,-127.9516,51.649577,-127.948186,97.109981,100,97.109981,2019-05-11T10:16:14Z,NaN,NaN,NaN,NaN,NaN,0.220810058,NaN,NaN,NaN,NaN,NaN,0.019639996
CALVERT,KWAK,KC10,51.6505,-127.9516,51.649577,-127.948186,311.4610317,325,311.4610317,2019-05-11T10:16:14Z,NaN,NaN,NaN,NaN,NaN,0.412991496,NaN,NaN,NaN,NaN,NaN,0.038952409
CALVERT,KWAK,KC10,51.6505,-127.9516,51.650391,-127.951448,96.8311564,100,96.8311564,2019-06-10T08:58:29Z,NaN,NaN,NaN,NaN,NaN,0.52916148,NaN,NaN,NaN,NaN,NaN,0.133646415
